Name,Type,Address,City,State,Zip Code,Accepts Food Donations?,Website,Unique ID,Latitude,Longitude,Approximate distance,x,y
Joelton Hope Center,Food Pantry,212 Gifford Place,Nashville,TN,37080,,,,36.321164,-86.865977,0 km,-9669876.36,4344903.507
Ladies of Charity Welfare,Food Pantry,2212 State Street,Nashville,TN,37203,Yes,www.ladiesofcharitynashville.org,,36.152603,-86.805675,0 km,-9663163.539,4321639.636
Radical Heart,Food Pantry,3475 Lebanon Pike,Nashville,TN,37076,,www.hermitagehills.com/radical-heart,,36.192205,-86.623283,0 km,-9642859.699,4327100.788
Hands on Food Nashville,Food Pantry,"37 Peabody Street, Suite 206",Nashville,TN,37210,Unsure,,,36.158046,-86.768307,0 km,-9659003.752,4322390.106
Inglewood Baptist Benevolence,Food Pantry,3936 Gallatin Pike,Nashville,TN,37216,,inglewoodbaptist.church/,,36.218802,-86.727222,0 km,-9654430.158,4330770.038
The Branch of Nashville,Food Pantry,41 Tusculum Road,Nashville,TN,37013,,www.thebranchofnashville.org/foodpickupappointment,,36.052080,-86.677644,0 km,-9648911.16,4307789.896
WOMEN,Food Pantry,"417 Welshwood Drive, Ste. 303",Nashville,TN,37211,,www.facebook.com/EducatingWomen/,,36.081987,-86.729614,0 km,-9654696.423,4311908.515
Bell-Williams,Food Pantry,4250 Andrew Jackson Parkway,Nashville,TN,37076,Yes,www.dodsonchapelumc.org,,36.203341,-86.607860,0 km,-9641142.874,4328637.028
Salvation Army,Food Pantry,526 Paragon Mills Road,Nashville,TN,37211,No,southernusa.salvationarmy.org/Nashville/food--financial-assistance,,36.086312,-86.726088,0 km,-9654303.977,4312504.334
Salvation Army,Food Pantry,611 Stockell Street,Nashville,TN,37207,Yes,southernusa.salvationarmy.org/Nashville/food--financial-assistance,,36.182454,-86.769838,0 km,-9659174.227,4325755.891
Room In The Inn,Soup Kitchen,705 Drexel Street,Nashville,TN,37203,Yes,www.roomintheinn.org,,36.152016,-86.778947,0 km,-9660188.225,4321558.792
Bellevue Community Food Bank,Food Bank,7501 Old Harding Pike,Nashville,TN,37221,Yes,bellevuecommunityfoodbank.org/,,36.062518,-86.940877,0 km,-9678214.19,4309227.097
Connect Us Outreach Ministry,Food Pantry,804 Youngs Ln Bldg 2,Nashville,TN,37207,No,www.cuom.org/contact,,36.205676,-86.793817,0 km,-9661843.546,4328959.131
Scott Center,Food Pantry,101 Marcum Road,Oneida,TN,37841,Yes,www.scottchristiancarecenter.com,,36.495831,-84.521245,0 km,-9408861.932,4369063.182
Of One Accord,Food Pantry,306 East Main Street,Rogersville,TN,37857,,www.ofoneaccordministry.org/what-we-do,,36.407398,-83.004369,0 km,-9240004.124,4356824.537
Our Daily Bread,Food Pantry,359 Front Street,Spring City,TN,37381,No,tauntonsoupkitchen.org/,,35.693372,-84.861210,0 km,-9446706.685,4258511.431
Unicoi Church of God,Food Pantry,508 Tennessee St,Unicoi,TN,37692,No,churchofgod.org/,,36.194007,-82.356929,0 km,-9167931.377,4327349.419
Food Bank of West Central Texas,Food Bank,5505 North 1st Street,Abilene,TX,79603,,www.fbwct.org,,32.454261,-99.794623,0 km,-11109086.65,3823088.293
Allen Ministerial Alliance Food Pantry - Food Pantry,Food Pantry,1515 North Greenville Avenue,Allen,TX,75002,Yes,allenfoodpantry.org,,33.120996,-96.651932,0 km,-10759243.81,3911375.127
Food Pantry of Alpine - Food Pantry,Food Pantry,108 South Neville Haynes Street,Alpine,TX,79830,,www.foodpantryofalpine.org,,30.359922,-103.650068,0 km,-11538272.757,3549898.828
High Plains Food Bank,Food Bank,815 Ross St,Amarillo,TX,79102,,www.hpfb.org,,35.202043,-101.815730,0 km,-11334075.218,4191371.991
Andrews Food Pantry - Food Pantry,Food Pantry,211 Southwest 7th Street,Andrews,TX,79714,,www.facebook.com/AndrewsFoodBank/,,32.315231,-102.553949,0 km,-11416253.404,3804761.109
Hearts & Hands - Food Pantry,Food Pantry,1601 North Davis Drive,Arlington,TX,76012,,www.northdavischurch.org/content.cfm?id=3106,,32.759239,-97.121616,0 km,-10811528.849,3863390.331
Saint Andrews United Methodist Church,Food Pantry,2045 Southeast Green Oaks Boulevard,Arlington,TX,76018,Unsure,,,32.657580,-97.073921,0 km,-10806219.422,3849941.098
Rush Creek - Green Oaks,Food Pantry,2350 SW Green Oaks Boulevard,Arlington,TX,76017,Yes,rushcreek.org/green-oaks-compassion-center/,,32.658882,-97.147801,0 km,-10814443.739,3850113.279
Advent Lutheran Church,Food Pantry,3232 S. Cooper St,Arlington,TX,76015,No,www.alctx.org/mission-outreach,,32.692621,-97.128466,0 km,-10812291.377,3854575.188
Water from The Rock,Food Pantry,402 North L Robinson Drive,Arlington,TX,76011,Unsure,www.waterfromtherock.biz/,,32.740120,-97.110998,0 km,-10810346.826,3860859.76
Household of Faith Charities,Food Pantry,5001 New York Ave,Arlington,TX,76018,Unsure,hofcharities.org/outreach-events-initiatives/#foodpantry,,32.665117,-97.075770,0 km,-10806425.274,3850937.714
Shepherd of Life Lutheran Church,Food Pantry,715 East Lamar Boulevard,Arlington,TX,76011,Unsure,www.bluelamb.org/copy-of-youth-and-family-6,,32.765267,-97.100823,0 km,-10809214.139,3864188.331
Arlington Charities,Food Pantry,811 Secretary Drive,Arlington,TX,76015,No,www.arlingtoncharities.org/schedule-an-appointment,,32.703310,-97.117809,0 km,-10811105.078,3855989.219
Olivet Baptist Helping Hands - Food Pantry,Food Pantry,1161 San Bernard Street,Austin,TX,78702,,www.obcaus.org/ministry-that-ministers/helping-hands.html,,30.269652,-97.725641,0 km,-10878768.605,3538258.334
Central Texas Food Bank,Food Bank,6500 Metropolis Drive,Austin,TX,78744,,www.centraltexasfoodbank.org/,,30.203436,-97.710273,0 km,-10877057.858,3529726.591
Principe De Paz,Food Pantry,1204 Payton Gin Road,Austin,TX,78758,No,www.pdpaustin.org/,,30.362042,-97.708364,0 km,-10876845.36,3550172.36
Our Lady Of Guadalupe Parish - Food Pantry,Food Pantry,1206 East 9th Street,Austin,TX,78702,,www.olgaustin.org,,30.266776,-97.727879,0 km,-10879017.76,3537887.71
Bread For All - Food Pantry,Food Pantry,1314 East Oltorf Street,Austin,TX,78704,Yes,austincitylutherans.org/food/,,30.234896,-97.742816,0 km,-10880680.517,3533779.383
Impact Now Dove Springs - Food Pantry,Food Pantry,1844 Teri Road,Austin,TX,78744,Yes,www.facebook.com/INDoveSprings/,,30.204375,-97.754721,0 km,-10882005.776,3529847.45
Blackland Neighborhood Center,Food Pantry,2005 Salina,Austin,TX,78722,No,www.austintexas.gov/department/blackland-neighborhood-center,,30.280906,-97.722194,0 km,-10878384.864,3539709.049
Micah 6 of Austin - Food Pantry,Food Pantry,2203 San Antonio Street,Austin,TX,78705,Yes,www.micah6austin.org/foodpantry,,30.285529,-97.742477,0 km,-10880642.724,3540304.936
St. Ignatius Martyr Campus,Food Pantry,2303 Euclid Avenue,Austin,TX,78704,Yes,st-ignatius.org/food-pantry,,30.240980,-97.754600,0 km,-10881992.272,3534563.389
St. Ignatius Martyr Catholic Church  - Food Pantry,Food Pantry,2309 Euclid Avenue,Austin,TX,78704,Yes,st-ignatius.org/food-pantry,,30.240572,-97.755105,0 km,-10882048.511,3534510.803
Hyde Park Baptist Church - Food Pantry,Food Pantry,3901 Speedway,Austin,TX,78751,,hpbc.org/foodpantry#foodpantry,,30.302230,-97.731910,0 km,-10879466.478,3542458.085
Hope Food Pantry Austin,Food Pantry,4001 Speedway,Austin,TX,78751,,hopefoodpantryaustin.org/find-food/,,30.303145,-97.731571,0 km,-10879428.685,3542576.139
Travis Heights Harvest Blessings Food Pantry - Food Pantry,Food Pantry,4403 Russell Drive,Austin,TX,78745,Yes,www.thco-church.com/thco-food,,30.227926,-97.785926,0 km,-10885479.456,3532881.405
Covenant Cares Ministry,Food Pantry,4410 Duval Road,Austin,TX,78727,Yes,www.covenantaustin.org/food-pantry,,30.413623,-97.732038,0 km,-10879480.649,3556828.822
Manos de Cristo - Food Pantry,Food Pantry,4911 Harmon Avenue,Austin,TX,78752,Yes,manosdecristo.org/need-our-help/basic-needs/,,30.308783,-97.712691,0 km,-10877327.017,3543303.064
Caritas of Austin - Soup Kitchen,Soup Kitchen,611 Neches Street,Austin,TX,78701,Yes,caritasofaustin.org/what-we-do/food/,,30.267359,-97.737724,0 km,-10880113.622,3537962.8
Hope Lutheran Church - Food Pantry,Food Pantry,6414 North Hampton Drive,Austin,TX,78723,Yes,hopelutheranaustin.org/food-pantry/,,30.314514,-97.681519,0 km,-10873856.944,3544042.075
Austin Reconciliation Church - Food Pantry,Food Pantry,7000 Cameron Road,Austin,TX,78752,,www.austinreconciliationchurch.com,,30.325509,-97.693265,0 km,-10875164.536,3545459.974
El Buen Samaritano Food Pantry,Food Pantry,7000 Woodhue Drive,Austin,TX,78745,Yes,elbuen.org/wellness/food-pantry/,,30.199294,-97.802170,0 km,-10887287.796,3529193.051
Abiding Love Food Pantry,Food Pantry,7210 Brush Country Road,Austin,TX,78749,,stcatherine-austin.org/abiding-love-food-pantry,,30.217741,-97.845847,0 km,-10892149.909,3531569.249
St. John Community Center - Food Pantry,Food Pantry,7500 Blessing Avenue,Austin,TX,78752,,www.austintexas.gov/department/st-john-community-center,,30.332620,-97.693392,0 km,-10875178.696,3546377.083
Austin Baptist Chapel (Angel House Soup Kitchen) - Soup Kitchen,Soup Kitchen,908 East Cesar Chavez Street,Austin,TX,78702,Yes,austinbaptistchapel.com,,30.260879,-97.734817,0 km,-10879790.05,3537127.715
Opal J. Smith Food Pantry,Food Pantry,2919 Balch Springs Road,Balch Springs,TX,75180,Yes,sharing.life/opal/,,32.729424,-96.610501,0 km,-10754631.732,3859444.364
Southeast Texas Food Bank,Food Bank,3845 Martin Luther King Parkway,Beaumont,TX,77705,,setxfoodbank.org,,30.049966,-94.078009,0 km,-10472716.057,3509974.125
Church of the Open Door - Food Pantry,Food Pantry,900 North Loop 340,Bellmead,TX,76705,,www.opendoorwaco.org/ministry,,31.603999,-97.102685,0 km,-10809421.438,3711440.896
Isaiah 58 - Food Pantry,Food Pantry,809 Scurry Street,Big Spring,TX,79720,Yes,www.facebook.com/pg/isaiah58bigspring/posts,,32.246689,-101.474424,0 km,-11296081.197,3795736.091
Fannin County Community Ministries,Food Pantry,1022 Farm to Market Road 273,Bonham,TX,75418,,feedingfannin.com/,,33.624456,-96.166163,0 km,-10705168.297,3978486.465
Brazos Valley Food Bank,Food Bank,1501 Independence Ave,Bryan,TX,77803,,www.bvfb.org/,,30.659986,-96.407465,0 km,-10732029.884,3588670.127
Reveal Resource Center,Food Pantry,1150 South Bell Boulevard,Cedar Park,TX,78613,Unsure,revealresourcecenter.com/,,30.496954,-97.812025,0 km,-10888384.816,3567589.878
Montgomery County Food Bank,Food Bank,1 Food For Life Way,Conroe,TX,77385,,mcfoodbank.org/,,30.217341,-95.444828,0 km,-10624869.665,3531517.722
Coastal Bend Food Bank,Food Bank,826 Krill Street,Corpus Christi,TX,78408,,www.foodbankofcorpuschristi.org,,27.801398,-97.455166,0 km,-10848659.41,3223957.655
First United Methodist Church of Crane - Food Pantry,Food Pantry,1010 Andrews Highway,Crane,TX,79731,Yes,www.facebook.com/pages/category/Local-Service/Crane-Community-Food-Pantry-108667400847006/,,31.393232,-102.349416,0 km,-11393484.85,3683923.797
Crossroads Community Services/North Texas Food Bank,Food Bank,4500 S Cockrell Hill Rd,Dallas,TX,75236,,ccsdallas.org/needfood,,32.689330,-96.891036,0 km,-10785860.821,3854139.942
White Rock Center of Hope,Food Pantry,10021 Garland Road,Dallas,TX,75218,Yes,whiterockcenterofhope.org/services.html,,32.839681,-96.696019,0 km,-10764151.63,3874043.633
Cristo Rey Dallas College Prep,Food Pantry,1064 North Saint Augustine Drive,Dallas,TX,75217,Yes,cristoreydallas.org/impact/community-outreach/,,32.730080,-96.655919,0 km,-10759687.719,3859531.145
Golden Gate ARM,Food Pantry,1101 Reverend CBT Smith Street,Dallas,TX,75203,No,goldengatembc.org/about/,,32.755443,-96.807383,0 km,-10776548.558,3862887.906
Mission Oak Cliff,Food Pantry,111 S. Beckley Ave.,Dallas,TX,75203,No,www.missionoakcliff.org/service-list,,32.744519,-96.823204,0 km,-10778309.8,3861441.985
PLEASANT GROVE FOOD PANTRY,Food Pantry,1331 BAYWOOD ST,Dallas,TX,75217,Yes,www.pleasantgrovefoodpantry.org/covid-19-update,,32.735138,-96.678055,0 km,-10762151.82,3860200.542
Inspired Vision Compassion Center/Pantry,Food Pantry,2019 North Masters Drive,Dallas,TX,75217,,www.ivcompassion.org/,,32.747403,-96.649698,0 km,-10758995.133,3861823.706
Resource Center Health Campus/Pantry,Food Pantry,2701 Reagan Street,Dallas,TX,75219,Yes,www.myresourcecenter.org/health/hiv-aids/,,32.807854,-96.813775,0 km,-10777260.124,3869827.427
North Dallas Shared Ministries/Pantry,Food Pantry,2875 Merrell Road,Dallas,TX,75229,Yes,www.ndsm.org,,32.886795,-96.881017,0 km,-10784745.469,3880287.475
Aunt Bette's Community Pantry,Food Pantry,3203 Holmes St.,Dallas,TX,75215,No,www.stphilips1600.org/community/foodpantry.cfm,,32.758863,-96.776276,0 km,-10773085.732,3863340.559
Wilkinson Center,Food Pantry,3402 North Buckner Boulevard,Dallas,TX,75228,Yes,www.thewilkinsoncenter.org/,,32.804829,-96.680730,0 km,-10762449.577,3869426.852
Dallas Bethlehem Center,Food Pantry,4410 Leland Avenue,Dallas,TX,75215,Unsure,www.facebook.com/TheDallasBethlehemCenter/,,32.753492,-96.759893,0 km,-10771261.962,3862629.673
Crossroads Pantry,Food Pantry,4500 South Cockrell Hill Road,Dallas,TX,75236,Unsure,ccsdallas.org/needfood,,32.688996,-96.890564,0 km,-10785808.269,3854095.756
Jewish Family Service of Greater Dallas,Food Pantry,5402 Arapaho Road,Dallas,TX,75248,Yes,jfsdallas.org/services/emergency-food-pantry/,,32.958950,-96.819173,0 km,-10777861.049,3889856.489
Harmony Community Development Corporation/Pantry,Food Pantry,6969 Pastor Bailey Drive 110,Dallas,TX,75237,Yes,www.harmonycdc.org/food-pantry,,32.664323,-96.874661,0 km,-10784037.9,3850832.694
CareCenter Ministries,Food Pantry,7912 Antoinette Street,Dallas,TX,75217,Yes,www.facebook.com/CareCenterMinistries/,,32.713850,-96.686117,0 km,-10763049.345,3857383.627
New Beginning Fellowship,Food Pantry,1201 West Shepherd Street,Denison,TX,75020,Yes,nbfdenison.com/,,33.750295,-96.552944,0 km,-10748224.572,3995321.798
Denton Freedom House,Food Pantry,1123 Fort Worth Drive,Denton,TX,76205,Yes,dentonfreedomhouse.org/services/freedom-food-pantry/,,33.193014,-97.139682,0 km,-10813539.892,3920951.443
EL PASOANS FIGHTING HUNGER,Food Bank,9541 PLAZA CIRCLE,EL PASO,TX,79927,,elpasoansfightinghunger.org/,,31.669133,-106.322417,0 km,-11835757.32,3719957.124
UTEP Food Pantry,Food Pantry,500 West University Avenue,El Paso,TX,79902,Yes,www.utep.edu/student-affairs/foodpantry/,,31.769863,-106.505508,0 km,-11856138.94,3733139.323
Northeast Community Food Pantry,Food Pantry,5501 Wren Avenue,El Paso,TX,79924,,www.epgrace.com/foodpantry,,31.878870,-106.412290,0 km,-11845761.937,3747420.914
Kelly Center for Hunger Relief,Food Pantry,915 North Florence Street,El Paso,TX,79902,Unsure,kellyfresh.org/foodpantry/,,31.766468,-106.488803,0 km,-11854279.314,3732694.81
River of Life Community Food Pantry - Food Pantry,Food Pantry,1201 East Commerce Street,Fairfield,TX,75840,Yes,www.facebook.com/ROLFairfield/,,31.719034,-96.136166,0 km,-10701829.013,3726485.717
Food Pantry of Jeff Davis County - Valentine,Food Pantry,609 Compromise Street,Fort Davis,TX,79734,,www.foodpantry-jdc.org,,30.600924,-103.881223,0 km,-11564004.814,3581029.21
First Presbyterian Church - Food Pantry,Food Pantry,202 North Oklahoma Street,Fort Stockton,TX,79735,Yes,1stpresfs.org/events,,30.886796,-102.888564,0 km,-11453502.542,3618056.133
First Baptist Church of Fort Stockton - Food Pantry,Food Pantry,401 North Gillis Street,Fort Stockton,TX,79735,,www.fbcfortstockton.org/foodpantry,,30.888385,-102.887013,0 km,-11453329.896,3618262.24
Help Out Center,Food Pantry,11301 North Riverside Drive,Fort Worth,TX,76244,,cindyramseycenter.org/get-help,,32.937420,-97.308344,0 km,-10832315.293,3887000.484
Union Gospel Mission,Soup Kitchen,"1321 East Lancaster Avenue,",Fort Worth,TX,76102,Yes,www.ugm-tc.org/need-mission-services/emergency-services/,,32.746395,-97.314531,0 km,-10833003.982,3861690.292
Beautiful Feet Church,Soup Kitchen,1709 East Hattie Street,Fort Worth,TX,76104,Yes,thefeet.org/our-ministries/#meal,,32.738487,-97.304113,0 km,-10831844.356,3860643.669
4Saints Episcopal Food Pantry,Food Pantry,2529 Mt. View Ave,Fort Worth,TX,76103,Yes,www.4saintsfood.org/,,32.730955,-97.281261,0 km,-10829300.438,3859646.961
St. Bartholomew Catholic Church,Food Pantry,3565 Altamesa Blvd,Fort Worth,TX,76133,No,stbartsfw.org/saint-vincent-de-paul-society,,32.649532,-97.371577,0 km,-10839354.369,3848877.085
United Community Centers,Food Pantry,3600 N. Crump St,Fort Worth,TX,76106,No,www.unitedcommunitycenters.org/mobile-food-pantry,,32.714334,-97.263407,0 km,-10827312.918,3857447.729
First Street Methodist Mission,Food Pantry,801 West 1st Street,Fort Worth,TX,76102,No,fumcfw.org/mission/,,32.753534,-97.337858,0 km,-10835600.776,3862635.166
Tarrant Area Food Bank,Food Bank,2600 Cullen Street,Fort Worth,TX,76107,,www.tafb.org,,32.761851,-97.353210,0 km,-10837309.787,3863736.122
FFS Market,Food Pantry,9085 Dogwood St,Frisco,TX,75033,Yes,friscofamilyservices.org/what_we_do/ffsmarket/,,33.150669,-96.818929,0 km,-10777833.875,3915319.832
Catholic Charities - Beacon of Hope Food Pantry,Food Pantry,4700 Broadway,Galveston,TX,77551,No,catholiccharities.org/food/,,29.293867,-94.819988,0 km,-10555312.77,3413102.204
The Caring Place,Food Pantry,2000 Railroad Avenue,Georgetown,TX,78626,Yes,www.caringplacetx.org/covid-19.html,,30.626264,-97.685230,0 km,-10874270.028,3584306.871
St. Albert of Trapani,Food Pantry,11027 South Gessner Road,Houston,TX,77071,Yes,www.stalbertoftrapani.org,,29.659788,-95.527495,0 km,-10634072.1,3459893.296
Wesley Community Center,Food Pantry,1235 Lorraine Street,Houston,TX,77009,No,wesleyhousehouston.org/food-programs/,,29.778544,-95.354928,0 km,-10614862.019,3475115.37
Target Hunger,Food Pantry,1260 Shotwell Street,Houston,TX,77020,No,www.targethunger.org,,29.764567,-95.311803,0 km,-10610061.321,3473322.844
Fair Haven Food Pantry,Food Pantry,1330 Gessner Rd,Houston,TX,77055,Yes,www.chapelwood.org/fairhaven/fair-haven-serving/,,29.793521,-95.542626,0 km,-10635756.52,3477036.344
The Impact Resource Center,Food Pantry,1704 Weber Street,Houston,TX,77007,,impacthoustonchurch.org/gethelp/,,29.777517,-95.375389,0 km,-10617139.738,3474983.717
Catholic Charities - Guadalupe Center,Food Pantry,326 South Jensen Drive,Houston,TX,77003,Yes,catholiccharities.org/,,29.760745,-95.343844,0 km,-10613628.142,3472832.755
Houston Food Bank,Food Bank,535 Portwall Street,Houston,TX,77029,,www.HoustonFoodBank.org,,29.781108,-95.274811,0 km,-10605943.424,3475444.183
AIDS Foundation Houston,Food Pantry,6260 Westpark Dr,Houston,TX,77057,No,afhoustonprivate.multiscreensite.com/community-programs#StoneSoupFoodPantry,,29.724560,-95.494714,0 km,-10630422.969,3468193.443
Mission Central,Food Pantry,740 East Pipeline Road,Hurst,TX,76053,Yes,missioncentraltx.org/village-pantry/,,32.822669,-97.156873,0 km,-10815453.585,3871789.771
Jan Pruitt Community Pantry,Food Pantry,123 Alexander Avenue,Lancaster,TX,75146,Unsure,www.ccdallas.org,,32.602390,-96.758056,0 km,-10771057.546,3842646.083
SOUTH TEXAS FOOD BANK,Food Bank,2121 Jefferson St,LAREDO,TX,78040,,www.southtexasfoodbank.org/,,27.523453,-99.516632,0 km,-11078140.837,3189023.93
Brighter Days Food Pantry,Food Pantry,300 Crystal Falls Parkway,Leander,TX,78641,Yes,www.leanderchurchofchrist.org,,30.556074,-97.845954,0 km,-10892161.731,3575230.073
Little Elm Area Food Bank - Food Pantry,Food Pantry,501 Bill Street,Little Elm,TX,75068,Yes,leafb.org/what-we-do/,,33.151759,-96.946348,0 km,-10792018.105,3915464.787
Shepherd's Heart of Lorena - Food Pantry,Food Pantry,307 Center Street,Lorena,TX,76655,,www.facebook.com/pg/shepherdsheartoflorena/posts,,31.385384,-97.213718,0 km,-10821781.586,3682900.382
South Plains Food Bank,Food Bank,5605 MLK Blvd,Lubbock,TX,79404,,www.spfb.org,,33.543033,-101.817361,0 km,-11334256.827,3967606.324
Marfa Food Pantry - Food Pantry,Food Pantry,1403 West San Antonio Street,Marfa,TX,79843,,www.marfafoodpantry.com,,30.305589,-104.035919,0 km,-11581225.483,3542891.276
First Baptist Church Maud - Food Pantry,Food Pantry,362 Houston Drive,Maud,TX,75567,,fbcmaud.com/our-ministries/,,33.327992,-94.345194,0 km,-10502458.922,3938920.832
The North Bosque Helping Hands Pantry - Food Pantry,Food Pantry,415 South Hill Street,Meridian,TX,76665,,www.facebook.com/North-Bosque-Helping-Hands-104383467870030/,,31.922272,-97.651738,0 km,-10870541.76,3753111.978
LightChurch/Pantry,Food Pantry,2606 John West Road,Mesquite,TX,75150,No,www.facebook.com/pg/LightChurch/posts/,,32.806482,-96.672445,0 km,-10761527.362,3869645.753
Sharing Life Community Outreach,Food Pantry,3544 East Emporium Circle,Mesquite,TX,75150,Yes,www.facebook.com/SharingLifeOutreach/,,32.815473,-96.620751,0 km,-10755772.757,3870836.639
Disciple Food Pantry,Food Pantry,1301 W. Tennessee,Midland,TX,79701,No,fccmidland.org/welcome,,32.001305,-102.090254,0 km,-11364635.09,3763481.93
Disciple Food Pantry - Food Pantry,Food Pantry,1301 West Louisiana Avenue,Midland,TX,79701,Yes,fccmidland.org/welcome,,32.001454,-102.090441,0 km,-11364655.907,3763501.528
Jubilee Center - Food Pantry,Food Pantry,3311 Andrews Highway,Midland,TX,79703,Yes,jubileemidland.org,,32.003221,-102.121358,0 km,-11368097.572,3763733.441
Breaking Bread Kitchen - Soup Kitchen,Soup Kitchen,410 East Florida Avenue,Midland,TX,79701,,www.facebook.com/pg/bbkmidland/posts,,31.988916,-102.069530,0 km,-11362328.061,3761855.82
Midland Baptist Crisis Center - Food Pantry,Food Pantry,806 South Baird Street,Midland,TX,79701,Yes,www.midlandbaptistcrisiscenter.org,,31.989626,-102.073301,0 km,-11362747.88,3761948.982
TCC Senior Boxes,Food Pantry,310 North Edwards Avenue,Mount Pleasant,TX,75455,Yes,www.tituscountycares.org/foodpantry,,33.155105,-94.974341,0 km,-10572495.245,3915909.648
New Braunfels Food Bank - Food Pantry,Food Pantry,1620 South Seguin Avenue,New Braunfels,TX,78130,Yes,nbfoodbank.org,,29.684861,-98.108471,0 km,-10921385.045,3463105.681
Permian Basin Mission Center - Food Pantry,Food Pantry,208 N. Adams St.,Odessa,TX,79761,Yes,www.Hunger Relief and Food Insecurity,,31.852861,-102.357842,0 km,-11394422.884,3744011.793
Odessa Bible Church - Food Pantry,Food Pantry,3901 Penbrook Street,Odessa,TX,79762,,www.odessabible.org,,31.893778,-102.348651,0 km,-11393399.679,3749375.336
Westminster Presbyterian Church - Food Pantry,Food Pantry,4901 Maple Avenue,Odessa,TX,79762,Yes,www.wpcodessa.com/food-pantry,,31.887891,-102.333189,0 km,-11391678.446,3748603.558
West Texas Food Bank,Food Bank,411 South Pagewood Avenue,Odessa,TX,79761,,www.wtxfoodbank.org/,,31.861091,-102.323034,0 km,-11390548.075,3745090.403
Food Bank of the Rio Grande Valley,Food Bank,724 N. Cage Blvd.,Pharr,TX,78577,,www.foodbankrgv.com,,26.201766,-98.182791,0 km,-10929658.299,3024092.063
North Texas Food Bank,Food Bank,3677 Mapleshade Ln,Plano,TX,75075,,ntfb.org/,,33.004402,-96.759263,0 km,-10771191.892,3895888.212
Minnie's Food Pantry,Food Pantry,661 18th Street,Plano,TX,75074,Yes,minniesfoodpantry.org,,33.024704,-96.706623,0 km,-10765332.018,3898583.466
A Christian Food Pantry & Thrift Store,Food Pantry,741 S Sherman St,Richardson,TX,75081,No,achristianfoodpantry.org/i-need-food/,,33.035076,-96.697795,0 km,-10764349.3,3899960.655
Catholic Charities - Mamie George Community Center,Food Pantry,1111 Collins Road,Richmond,TX,77469,Unsure,catholiccharities.org/our-services/promoting-independence-for-seniors-veterans-others/senior-services/mamie-george-community-center/,,29.590460,-95.773191,0 km,-10661422.82,3451015.199
Round Rock Area Serving Center,Food Pantry,1099 East Main Street,Round Rock,TX,78664,No,www.rrasc.org/,,30.510801,-97.667825,0 km,-10872332.49,3569378.921
Concho Valley Regional Food Bank,Food Bank,1313 Hill St,San Angelo,TX,76903,,conchovalleyfoodbank.org/,,31.448357,-100.438072,0 km,-11180715.057,3691114.758
San Antonio Food Bank,Food Bank,5200 Old Us Highway 90 West,San Antonio,TX,78227,,www.safoodbank.org,,29.417935,-98.593371,0 km,-10975363.855,3428948.1
UTSA RoadRunner Pantry,Food Pantry,1 UTSA Circle,San Antonio,TX,78249,Yes,www.utsa.edu/studentunion/services/pantry/,,29.584579,-98.616766,0 km,-10977968.219,3450262.284
West Avenue Compassion,Food Pantry,10715 West Avenue,San Antonio,TX,78213,Unsure,westavenuecompassion.org/,,29.538258,-98.518403,0 km,-10967018.422,3444334.241
Care Cottage - Food Pantry,Food Pantry,1907 Northeast Interstate 410 Loop,San Antonio,TX,78217,,www.macarthurchurch.org/care-cottage.html,,29.516907,-98.432731,0 km,-10957481.47,3441602.64
Southside Independent School District,Food Pantry,19190 U.S. 281,San Antonio,TX,78221,Yes,southsideisd.org/dept/marcomm/food-pantry/,,29.240567,-98.472746,0 km,-10961935.953,3406300.6
St. Stephen's CARE Center,Food Pantry,2127 South Zarzamora Street,San Antonio,TX,78207,Yes,ccaosa.org/st-stephens-care-center/,,29.401855,-98.530819,0 km,-10968400.565,3426893.25
SA Hope Center - Food Pantry,Food Pantry,321 North General McMullen Drive,San Antonio,TX,78237,Yes,sahopecenter.org/get-help/,,29.435627,-98.554707,0 km,-10971059.787,3431209.256
MCCSA Food Pantry,Food Pantry,611 East Myrtle Street,San Antonio,TX,78212,Yes,www.mccofsanantonio.com/foodpantry.html,,29.444850,-98.487409,0 km,-10963568.164,3432388.244
Lifebridge Christain Church,Food Pantry,2162 FM 2187 Rd,Sealy,TX,77474,No,sealychristianpantry.org/,,29.788742,-96.185990,0 km,-10707375.428,3476423.437
Grand Central Station Soup Kitchen,Soup Kitchen,619 East Houston Street,Sherman,TX,75090,Yes,grandcentralsherman.com/,,33.638317,-96.601949,0 km,-10753679.806,3980339.561
Grand Central Station Food Pantry,Food Pantry,619 East Houston Street,Sherman,TX,75090,Yes,www.grandcentralsherman.com,,33.638317,-96.601949,0 km,-10753679.806,3980339.561
St. Anthony's Bread,Food Pantry,"7801 Bay Branch Drive, TX",Spring,TX,77382,Unsure,ap.church/ministries/outreach/food-pantry/,,30.204861,-95.530383,0 km,-10634393.546,3529910.114
Shepherd's Heart,Food Pantry,121 East 2nd Street,Taylor,TX,76574,Unsure,www.shepherdshearttaylor.org/,,30.568899,-97.408638,0 km,-10843479.948,3576888.085
The Lord's Storehouse - Food Pantry,Food Pantry,402 Main Street,Teague,TX,75860,Yes,www.facebook.com/pg/TheLordsCommunityStorehouse.Teague/posts,,31.626826,-96.283838,0 km,-10718267.818,3714424.846
